Area,Year,January,February,March,April,May,June,July,August,September,October,November,December
MaijdiCourt,1983,54.0,42.0,93.0,272.0,444.0,407.0,1512.0,1302.0,105.0,81.0,5.0,7.0
MaijdiCourt,1984,0.0,0.0,0.0,0.0,657.0,957.0,1390.0,1223.0,440.0,132.0,0.0,0.0
MaijdiCourt,1985,0.0,0.0,64.0,36.0,367.0,525.0,548.0,780.0,339.0,49.0,9.0,0.0
MaijdiCourt,1986,8.0,0.0,32.0,163.0,358.0,615.0,635.0,397.0,508.0,80.0,184.0,0.0
MaijdiCourt,1987,1.0,0.0,80.0,350.0,110.0,222.0,1297.0,816.0,585.0,45.0,34.0,15.0
MaijdiCourt,1988,0.0,50.0,77.0,152.0,402.0,564.0,519.0,623.0,469.0,170.0,54.0,0.0
MaijdiCourt,1989,0.0,20.0,39.0,96.0,188.0,333.0,703.0,162.0,547.0,433.0,0.0,0.0
MaijdiCourt,1990,0.0,83.0,266.0,235.0,429.0,651.0,752.0,522.0,239.0,359.0,99.0,49.0
MaijdiCourt,1991,17.0,66.0,13.0,199.0,339.0,807.0,626.0,508.0,441.0,428.0,45.0,16.0
MaijdiCourt,1992,0.0,90.0,2.0,0.0,240.0,268.0,515.0,457.0,272.0,182.0,5.0,5.0
MaijdiCourt,1993,1.0,77.0,380.0,128.0,496.0,557.0,502.0,732.0,332.0,228.0,8.0,0.0
MaijdiCourt,1994,8.0,10.0,133.0,430.0,109.0,980.0,397.0,634.0,199.0,4.0,10.0,0.0
MaijdiCourt,1995,9.754,19.0,84.0,149.0,265.0,375.0,737.0,651.0,491.0,63.0,238.0,0.0
MaijdiCourt,1996,0.0,21.0,66.0,148.0,278.0,489.0,651.0,564.0,215.0,362.0,56.0,2.0
MaijdiCourt,1997,1.0,24.0,108.0,71.0,218.0,183.0,1022.0,433.0,540.0,80.0,0.0,19.0
MaijdiCourt,1998,19.0,24.0,203.0,204.0,285.0,183.0,892.0,897.0,313.0,189.0,170.0,0.0
MaijdiCourt,1999,0.0,0.0,0.0,20.0,427.0,645.0,690.0,648.0,631.0,233.0,0.0,8.0
MaijdiCourt,2000,40.0,13.0,35.0,142.0,542.0,568.0,629.0,393.0,248.0,155.0,43.0,0.0
MaijdiCourt,2001,0.0,27.0,0.0,10.0,523.0,881.0,548.0,466.0,424.0,254.0,96.0,0.0
MaijdiCourt,2002,18.0,0.0,93.0,120.0,594.0,685.0,726.0,476.0,204.0,98.0,108.0,0.0
MaijdiCourt,2003,0.0,7.0,92.0,130.0,209.0,927.0,468.0,455.0,272.0,499.0,0.0,32.0
MaijdiCourt,2004,0.0,0.0,14.0,277.0,124.0,643.0,552.0,511.0,1008.0,316.0,0.0,0.0
MaijdiCourt,2005,25.0,0.0,153.0,67.0,214.0,463.0,724.0,626.0,226.0,332.0,0.0,3.0
MaijdiCourt,2006,0.0,0.0,2.0,61.0,507.0,435.0,479.0,382.0,633.0,28.0,20.0,0.0
MaijdiCourt,2007,0.0,77.0,9.0,139.0,376.0,483.0,762.0,353.0,759.0,451.0,105.0,0.0
MaijdiCourt,2008,27.0,16.0,68.0,14.0,202.0,516.0,980.0,504.0,250.0,426.0,1.0,0.0
MaijdiCourt,2009,0.0,2.0,6.0,121.0,386.0,380.0,864.0,471.0,244.0,280.0,54.0,0.0
MaijdiCourt,2010,0.0,2.0,2.0,12.0,293.0,933.0,409.0,500.0,301.0,521.0,10.0,19.0
MaijdiCourt,2011,0.0,6.0,24.0,61.0,358.0,794.0,791.0,691.0,392.0,117.0,0.0,0.0
MaijdiCourt,2012,6.0,0.0,44.0,267.0,286.0,483.0,431.0,442.0,322.0,156.0,29.0,0.0
MaijdiCourt,2013,0.0,8.0,4.0,65.0,671.0,658.0,482.0,583.0,355.0,218.0,0.0,0.0
MaijdiCourt,2014,0.0,20.0,58.0,42.0,215.0,710.0,557.0,667.0,434.0,108.0,2.0,0.0
MaijdiCourt,2015,1.0,3.0,32.0,174.0,117.0,693.0,978.0,464.0,571.0,165.0,0.0,11.0
MaijdiCourt,2016,2.0,32.0,83.0,63.0,467.0,304.0,564.0,528.0,340.0,285.0,170.0,0.0
MaijdiCourt,2017,0.0,36.0,194.0,318.0,288.0,522.0,994.0,606.0,439.0,415.0,13.0,77.0
MaijdiCourt,2018,0.0,2.0,1.0,162.0,406.0,519.0,705.0,327.0,164.0,101.0,0.0,1.0
MaijdiCourt,2019,0.0,64.0,45.0,134.0,291.0,266.0,729.0,474.0,423.0,243.0,0.0,0.0
Mongla,1991,29.0,29.0,20.0,88.0,91.0,419.0,395.0,298.0,323.0,259.0,4.0,2.0
Mongla,1992,8.0,108.0,0.0,4.0,118.0,174.0,350.0,243.0,170.0,55.0,2.0,0.0
Mongla,1993,9.0,21.0,167.0,72.0,186.0,424.0,225.0,379.0,243.0,91.0,36.0,0.0
Mongla,1994,4.0,18.0,40.0,149.0,139.0,344.0,278.0,380.0,123.0,130.0,3.0,0.0
Mongla,1995,4.0,70.0,11.0,9.0,208.0,304.0,244.0,268.0,302.0,148.0,229.0,0.0
Mongla,1996,2.0,22.0,24.0,47.0,119.0,453.0,386.0,357.0,133.0,274.0,1.0,0.0
Mongla,1997,2.0,70.0,123.0,131.0,214.0,233.0,478.0,355.0,591.0,12.0,0.0,14.0
Mongla,1998,29.0,65.0,149.0,97.0,234.0,229.0,294.0,443.0,553.0,110.0,207.0,0.0
Mongla,1999,1.0,0.0,0.0,25.0,202.0,262.0,435.0,442.0,479.0,321.0,12.0,0.0
Mongla,2000,28.0,9.0,15.0,134.0,283.0,309.0,356.0,209.0,327.0,124.0,5.0,0.0
Mongla,2001,1.0,19.0,6.0,22.0,301.0,539.0,445.0,136.0,181.0,251.0,53.0,0.0
Mongla,2002,13.0,5.0,32.0,74.0,206.0,983.0,389.0,441.0,492.0,62.0,89.0,0.0
Mongla,2003,0.0,2.0,175.0,41.0,127.0,351.0,284.0,229.0,188.0,263.0,0.0,28.0
Mongla,2004,0.0,0.0,7.0,95.0,109.0,293.0,280.0,336.0,506.0,274.0,3.0,0.0
Mongla,2005,28.0,0.0,93.0,25.0,238.0,342.0,633.0,264.0,391.0,390.0,1.0,1.0
Mongla,2006,0.0,0.0,14.0,9.0,243.0,255.0,462.0,318.0,390.0,48.0,6.0,0.0
Mongla,2007,2.0,71.0,1.0,64.0,57.0,226.0,580.0,262.0,355.0,267.0,101.0,0.0
Mongla,2008,50.0,36.0,12.0,7.0,146.0,252.0,474.0,217.0,299.0,197.0,0.0,0.0
Mongla,2009,0.0,1.0,8.0,23.0,191.0,177.0,424.0,478.0,316.0,96.0,6.0,0.0
Mongla,2010,0.0,0.0,0.0,19.0,143.0,350.0,204.0,265.0,263.0,324.0,94.0,11.0
Mongla,2011,0.0,0.0,8.0,112.0,132.0,504.0,392.0,639.0,421.0,39.0,0.0,0.0
Mongla,2012,40.0,13.0,8.0,85.0,61.0,193.0,359.0,449.0,420.0,114.0,34.0,8.0
Mongla,2013,0.0,5.0,2.0,28.0,359.0,244.0,401.0,287.0,219.0,286.0,0.0,0.0
Mongla,2014,0.0,35.0,2.0,2.0,222.0,308.0,302.0,221.0,280.0,136.0,0.0,0.0
Mongla,2015,18.0,3.0,23.0,95.0,98.0,396.0,891.0,270.0,284.0,21.0,4.0,7.0
Mongla,2016,16.0,53.0,20.0,21.0,270.0,366.0,538.0,544.0,76.0,159.0,55.0,0.0
Mongla,2017,0.0,0.0,81.0,55.0,115.0,335.0,534.0,355.0,207.0,342.0,17.0,59.0
Mongla,2018,0.0,0.0,1.0,69.0,254.0,526.0,388.0,254.0,177.0,100.0,0.0,2.0
Mongla,2019,0.0,100.0,41.0,101.0,82.0,286.0,301.0,389.0,290.0,97.0,265.0,0.0
Mymensingh,1953,20.0,0.0,107.0,229.0,289.0,473.0,407.0,341.0,788.0,179.0,3.0,0.0
Mymensingh,1954,24.0,48.0,23.0,60.0,318.0,367.0,301.0,93.0,245.0,142.0,0.0,17.0
Mymensingh,1955,6.0,4.0,55.0,46.0,97.0,583.0,536.0,702.0,374.0,130.0,77.0,0.0
Mymensingh,1956,6.0,0.0,67.0,104.0,471.0,602.0,433.0,727.0,287.0,212.0,19.0,0.0
Mymensingh,1957,145.0,53.0,0.0,1.0,73.0,579.0,254.0,282.0,334.0,166.0,0.0,0.0
Mymensingh,1958,0.0,93.0,1.0,75.0,289.0,432.0,271.0,523.0,194.0,136.0,0.0,0.0
Mymensingh,1959,18.0,0.0,158.0,45.0,372.0,505.0,194.0,931.0,180.0,626.0,0.0,0.0
Mymensingh,1960,15.0,0.0,69.0,27.0,187.0,363.0,383.0,355.0,579.0,53.0,6.0,0.0
Mymensingh,1961,0.0,0.0,0.0,15.0,295.0,456.0,242.0,150.0,121.0,86.0,3.0,0.0
Mymensingh,1962,6.0,10.0,1.0,51.0,390.0,461.0,311.0,353.0,210.0,103.0,0.0,0.0
Mymensingh,1963,0.0,0.0,40.0,74.0,223.0,518.0,410.0,313.0,174.0,160.0,82.0,1.0
Mymensingh,1964,13.0,49.0,31.0,101.0,368.0,598.0,488.0,237.0,448.0,396.0,0.0,0.0
Mymensingh,1965,0.0,19.0,25.0,59.0,204.0,409.0,558.0,669.0,297.0,76.0,19.0,0.0
Mymensingh,1966,20.0,17.703,4.0,110.0,127.0,218.0,386.0,472.0,179.0,189.0,10.0,7.0
Mymensingh,1967,16.0,0.0,46.0,74.0,284.0,211.0,451.0,345.0,283.0,155.0,23.0,0.0
Mymensingh,1968,5.0,2.0,37.0,39.0,293.0,464.0,618.0,244.0,368.0,144.0,0.0,0.0
Mymensingh,1969,0.0,2.0,139.0,169.0,176.0,412.175,338.0,634.0,267.0,50.0,0.0,0.0
Mymensingh,1970,23.0,0.0,6.0,117.0,176.0,570.0,323.0,207.0,242.0,274.0,8.0,0.0
Mymensingh,1971,9.662,17.703,38.25,120.10799999999999,305.078,412.175,412.754,369.0,897.0,445.0,58.0,0.0
Mymensingh,1972,0.0,20.0,35.0,89.0,127.0,625.0,418.0,130.0,204.0,6.0,0.0,0.0
Mymensingh,1973,24.0,15.0,38.25,114.0,284.0,262.0,162.0,121.0,308.862,180.15400000000002,15.609000000000002,6.343999999999999
Mymensingh,1974,0.0,0.0,0.0,0.0,305.078,412.175,526.0,106.0,217.0,0.0,15.609000000000002,6.343999999999999
Mymensingh,1975,0.0,0.0,0.0,8.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
Mymensingh,1976,0.0,8.0,0.0,84.0,237.0,394.0,577.0,475.0,195.0,135.0,0.0,0.0
Mymensingh,1977,12.0,119.0,0.0,327.0,729.0,794.0,250.0,176.0,189.0,196.0,36.0,19.0
Mymensingh,1978,0.0,0.0,46.0,119.0,405.0,509.0,475.0,124.0,213.0,33.0,0.0,0.0
Mymensingh,1979,0.0,2.0,6.0,45.0,195.0,184.0,220.0,125.0,100.0,52.0,18.0,11.0
Mymensingh,1980,2.0,11.0,16.0,84.0,723.0,289.0,309.0,464.0,214.0,209.0,0.0,0.0
Mymensingh,1981,12.0,48.0,51.0,280.0,369.0,103.0,683.0,262.0,278.0,22.0,0.0,79.0
Mymensingh,1982,0.0,2.0,65.0,124.0,276.0,689.0,582.0,337.0,243.0,28.0,8.0,0.0
Mymensingh,1983,9.0,3.0,66.0,115.0,512.0,112.0,413.0,865.0,281.0,453.0,0.0,11.0
Mymensingh,1984,13.0,0.0,15.0,28.0,476.0,512.0,689.0,257.0,468.0,221.0,0.0,0.0
Mymensingh,1985,9.0,37.0,2.0,190.0,260.0,94.0,251.0,250.0,357.0,104.0,0.0,5.0
Mymensingh,1986,0.0,4.0,0.0,402.0,195.0,285.0,673.0,270.0,665.0,377.0,86.0,14.0
Mymensingh,1987,3.0,0.0,20.0,136.0,258.0,379.0,403.0,512.0,385.0,95.0,17.0,1.0
Mymensingh,1988,0.0,45.0,115.0,94.0,734.0,587.0,586.0,411.0,309.0,195.0,120.0,13.0
Mymensingh,1989,6.0,17.0,2.0,23.0,267.0,340.0,752.0,171.0,406.0,284.0,0.0,6.0
Mymensingh,1990,0.0,83.0,67.0,116.0,390.0,529.0,477.0,237.0,319.0,213.0,7.0,1.0
Mymensingh,1991,2.0,15.0,44.0,77.0,679.0,603.0,322.0,238.0,735.0,520.0,0.0,77.0
Mymensingh,1992,6.0,36.0,0.0,20.0,156.0,270.0,380.0,155.0,318.0,241.0,1.0,1.0
Mymensingh,1993,69.0,13.0,44.0,183.0,350.0,811.0,512.0,478.0,524.0,229.0,0.0,0.0
Mymensingh,1994,8.0,59.0,123.0,77.0,202.0,251.0,227.0,323.0,202.0,132.0,0.0,0.0
Mymensingh,1995,10.0,19.0,29.0,81.0,285.0,565.0,682.0,528.0,230.0,115.0,101.0,0.0
Mymensingh,1996,0.0,14.0,18.0,42.0,171.0,210.0,291.0,276.0,307.0,291.0,0.0,0.0
Mymensingh,1997,1.0,12.0,31.0,172.0,131.0,396.0,523.0,417.0,485.0,8.0,11.0,21.0
Mymensingh,1998,9.0,11.0,68.0,161.0,299.0,176.0,755.0,517.0,270.0,50.0,31.0,0.0
Mymensingh,1999,0.0,0.0,1.0,108.0,415.0,211.0,401.0,349.0,175.0,513.0,1.0,0.0
Mymensingh,2000,18.0,20.0,74.0,318.0,462.0,463.0,150.0,257.0,385.0,170.0,0.0,0.0
Mymensingh,2001,0.0,11.0,16.0,156.0,358.0,408.0,183.0,227.0,356.0,222.0,11.0,0.0
Mymensingh,2002,6.0,0.0,41.0,259.0,389.0,606.0,440.0,204.0,255.0,145.0,87.0,0.0
Mymensingh,2003,0.0,27.0,87.0,130.0,267.0,420.0,213.0,124.0,190.0,345.0,0.0,10.0
Mymensingh,2004,6.0,2.0,13.0,244.0,87.0,392.0,753.0,241.0,250.0,487.0,0.0,18.0
Mymensingh,2005,3.0,27.0,77.0,142.0,495.0,255.0,405.0,514.0,360.0,394.0,0.0,0.0
Mymensingh,2006,0.0,0.0,2.0,153.0,379.0,371.0,274.0,339.0,420.0,23.0,0.0,0.0
Mymensingh,2007,0.0,55.0,18.0,208.0,123.0,849.0,726.0,368.0,149.0,219.0,67.0,0.0
Mymensingh,2008,30.0,5.0,96.0,25.0,280.0,675.0,473.0,354.0,131.0,170.0,0.0,0.0
Mymensingh,2009,0.0,0.0,17.0,54.0,411.0,130.0,431.0,359.0,231.0,29.0,0.0,0.0
Mymensingh,2010,0.0,4.0,16.0,123.0,337.0,384.0,458.0,368.0,211.0,148.0,4.0,42.0
Mymensingh,2011,1.0,12.0,32.0,80.0,239.0,449.0,333.0,741.0,242.0,18.0,0.0,0.0
Mymensingh,2012,18.0,0.0,1.0,202.0,85.0,241.0,409.0,238.0,221.0,45.0,19.0,0.0
Mymensingh,2013,0.0,18.0,21.0,69.0,308.0,267.0,318.0,343.0,132.0,263.0,0.0,0.0
Mymensingh,2014,0.0,42.0,24.0,78.0,160.0,342.0,303.0,559.0,410.0,16.0,0.0,0.0
Mymensingh,2015,15.0,19.0,1.0,203.0,212.0,502.0,329.0,413.0,308.0,78.0,4.0,0.0
Mymensingh,2016,19.0,8.0,47.0,111.0,326.0,391.0,518.0,106.0,409.0,32.0,1.0,0.0
Mymensingh,2017,0.0,0.0,164.0,319.0,316.0,530.0,368.0,436.0,309.0,341.0,25.0,34.0
Mymensingh,2018,0.0,10.0,28.0,238.0,531.0,303.0,302.0,193.0,351.0,121.0,36.0,18.0
Mymensingh,2019,0.0,32.0,6.0,84.0,337.0,402.0,603.0,118.0,351.0,121.0,36.0,18.0
Patuakhali,1973,7.07,20.047,36.395,103.595,245.857,513.714,589.595,316.0,328.0,153.0,185.0,64.0
Patuakhali,1975,0.0,0.0,0.0,18.0,167.0,115.0,479.0,325.0,540.0,275.0,101.0,0.0
Patuakhali,1976,0.0,24.0,0.0,46.0,0.0,513.714,589.595,462.767,370.23800000000006,213.34900000000002,54.0,7.465
Patuakhali,1977,0.0,18.0,0.0,87.0,443.0,859.0,762.0,476.0,370.23800000000006,139.0,47.0,0.0
Patuakhali,1978,0.0,0.0,24.0,111.0,673.0,560.0,438.0,644.0,448.0,136.0,103.0,0.0
Patuakhali,1979,1.0,2.0,0.0,103.595,245.857,395.0,378.0,682.0,480.0,57.0,40.0,51.0
Patuakhali,1981,36.0,13.0,184.0,296.0,254.0,606.0,677.0,373.0,216.0,18.0,0.0,3.0
Patuakhali,1982,0.0,34.0,0.0,179.0,53.0,983.0,553.0,892.0,877.0,69.0,5.0,13.0
Patuakhali,1983,63.0,29.0,12.0,308.0,927.0,953.0,982.0,585.0,209.0,192.0,29.0,31.0
Patuakhali,1984,11.0,0.0,0.0,82.0,204.0,669.0,417.0,632.0,182.0,174.0,0.0,2.0
Patuakhali,1985,3.0,31.0,49.0,19.0,295.0,361.0,392.0,346.0,216.0,80.0,38.0,0.0
Patuakhali,1986,3.0,0.0,6.0,57.0,170.0,231.0,560.0,198.0,827.0,181.0,293.0,0.0
Patuakhali,1987,1.0,0.0,11.0,282.0,151.0,459.0,621.0,687.0,186.0,101.0,100.0,5.0
Patuakhali,1988,0.0,19.0,8.0,37.0,330.0,898.0,663.0,421.0,266.0,164.0,167.0,0.0
Patuakhali,1989,0.0,1.0,1.0,55.0,239.0,316.0,360.0,251.0,362.0,260.0,1.0,1.0
Patuakhali,1990,0.0,100.0,161.0,132.0,292.0,306.0,602.0,220.0,536.0,318.0,81.0,28.0
Patuakhali,1991,3.0,4.0,55.0,190.0,112.0,680.0,472.0,439.0,409.0,295.0,3.0,19.0
Patuakhali,1992,2.0,100.0,0.0,8.0,209.0,282.0,560.0,482.0,393.0,244.0,3.0,1.0
Patuakhali,1993,24.0,27.0,143.0,148.0,223.0,563.0,572.0,671.0,363.0,100.0,45.0,0.0
Patuakhali,1994,3.0,10.0,92.0,267.0,122.0,706.0,400.0,701.0,158.0,140.0,13.0,0.0
Patuakhali,1995,5.0,60.0,8.0,41.0,279.0,744.0,682.0,428.0,317.0,244.0,251.0,0.0
Patuakhali,1996,3.0,20.0,4.0,188.0,150.0,739.0,448.0,585.0,217.0,291.0,57.0,0.0
Patuakhali,1997,1.0,45.0,147.0,208.0,237.0,283.0,594.0,479.0,487.0,28.0,1.0,7.0
Patuakhali,1998,22.0,84.0,93.0,124.0,234.0,280.0,804.0,618.0,362.0,134.0,97.0,0.0
Patuakhali,1999,0.0,0.0,0.0,8.0,332.0,479.0,749.0,588.0,417.0,231.0,5.0,8.0
Patuakhali,2000,26.0,8.0,15.0,133.0,212.0,282.0,497.0,300.0,330.0,232.0,95.0,0.0
Patuakhali,2001,0.0,15.0,3.0,61.0,379.0,1084.0,534.0,146.0,217.0,386.0,90.0,0.0
Patuakhali,2002,11.0,0.0,4.0,101.0,185.0,809.0,560.0,458.0,481.0,81.0,14.0,0.0
Patuakhali,2003,0.0,5.0,113.0,59.0,189.0,1023.0,461.0,360.0,259.0,387.0,0.0,1.0
Patuakhali,2004,0.0,1.0,12.0,179.0,147.0,277.0,544.0,448.0,756.0,283.0,0.0,0.0
Patuakhali,2005,22.0,0.0,139.0,45.0,109.0,220.0,923.0,391.0,274.0,573.0,0.0,7.0
Patuakhali,2006,0.0,0.0,1.0,7.0,339.0,533.0,354.0,406.0,620.0,24.0,3.0,0.0
Patuakhali,2007,1.0,113.0,0.0,35.0,158.0,426.0,815.0,301.0,639.0,369.0,170.0,0.0
Patuakhali,2008,34.0,20.0,2.0,9.0,91.0,241.0,1016.0,306.0,387.0,408.0,0.0,0.0
Patuakhali,2009,0.0,0.0,55.0,73.0,209.0,196.0,695.0,705.0,168.0,197.0,11.0,0.0
Patuakhali,2010,0.0,13.0,0.0,8.0,219.0,513.0,418.0,200.0,223.0,548.0,19.0,6.0
Patuakhali,2011,0.0,0.0,17.0,34.0,180.0,680.0,356.0,655.0,406.0,80.0,6.0,0.0
Patuakhali,2012,7.0,2.0,48.0,80.0,79.0,287.0,392.0,439.0,348.0,142.0,71.0,0.0
Patuakhali,2013,1.0,4.0,0.0,27.0,637.0,333.0,552.0,411.0,412.0,281.0,0.0,0.0
Patuakhali,2014,0.0,3.0,2.0,14.0,301.0,406.0,543.0,349.0,279.0,131.0,0.0,0.0
Patuakhali,2015,9.0,4.0,33.0,179.0,38.0,648.0,1033.0,595.0,374.0,157.0,6.0,22.0
Patuakhali,2016,12.0,53.0,3.0,42.0,454.0,387.0,677.0,521.0,203.0,254.0,145.0,0.0
Patuakhali,2017,0.0,0.0,119.0,249.0,65.0,368.0,743.0,530.0,272.0,416.0,17.0,52.0
Patuakhali,2018,0.0,0.0,1.0,125.0,239.0,396.0,485.0,339.0,106.0,201.0,10.0,0.0
Patuakhali,2019,0.0,74.0,45.0,65.0,163.0,262.0,618.0,338.0,106.0,201.0,10.0,0.0
Rajshahi,1964,0.0,0.0,0.0,138.0,114.0,415.0,346.0,169.0,242.0,286.0,0.0,0.0
Rajshahi,1965,0.0,21.0,61.0,22.0,78.0,297.0,404.0,227.0,171.0,75.0,19.0,0.0
Rajshahi,1966,36.0,0.0,1.0,16.0,106.0,293.0,511.0,380.0,265.0,90.0,14.0,1.0
Rajshahi,1967,15.0,2.0,50.0,95.0,70.0,140.0,305.0,210.0,195.0,60.0,0.0,1.0
Rajshahi,1968,0.0,1.0,24.0,9.0,55.0,445.0,439.0,270.0,103.0,122.0,4.0,0.0
Rajshahi,1971,22.0,14.0,24.019000000000002,62.577,0.0,277.0,452.0,452.0,264.0,81.0,86.0,0.0
Rajshahi,1972,10.0,13.0,0.0,19.0,88.0,208.0,109.0,248.0,175.0,51.0,0.0,0.0
Rajshahi,1973,11.0,17.0,0.0,46.0,186.0,491.0,271.0,137.0,586.0,145.0,5.0,19.0
Rajshahi,1974,0.0,0.0,92.0,10.0,91.0,172.0,513.0,452.0,263.0,143.0,0.0,0.0
Rajshahi,1975,9.0,5.0,12.0,55.0,109.0,71.0,381.0,179.0,197.0,125.0,1.0,0.0
Rajshahi,1976,0.0,10.0,4.0,10.0,235.0,234.0,242.0,389.0,257.0,45.0,1.0,0.0
Rajshahi,1977,4.0,19.0,0.0,229.0,241.0,543.0,399.0,157.0,121.0,162.0,10.0,33.0
Rajshahi,1978,1.0,46.0,62.0,93.0,104.0,492.0,126.0,149.0,545.0,92.0,24.0,0.0
Rajshahi,1979,45.0,17.0,2.0,35.0,13.0,46.0,492.0,275.0,379.0,188.0,28.0,28.0
Rajshahi,1980,29.0,12.0,69.0,0.0,156.0,349.0,281.0,316.0,215.0,149.0,0.0,0.0
Rajshahi,1981,71.0,49.0,26.0,240.0,290.0,159.0,574.0,340.0,398.0,0.0,3.0,91.0
Rajshahi,1982,0.0,10.0,80.0,139.0,43.0,260.0,189.0,217.0,66.0,38.0,60.0,1.0
Rajshahi,1983,1.0,2.0,4.0,34.0,121.0,65.0,366.0,505.0,149.0,358.0,0.0,24.0
Rajshahi,1984,31.0,1.0,0.0,10.0,94.0,325.0,294.0,321.0,297.0,202.0,0.0,0.0
Rajshahi,1985,4.0,7.0,3.0,71.0,190.0,232.0,274.0,146.0,233.0,77.0,3.0,12.0
Rajshahi,1986,3.0,12.0,19.0,93.0,81.0,175.0,262.0,238.0,406.0,190.0,27.0,4.0
Rajshahi,1987,0.0,4.0,12.0,76.0,102.0,160.0,488.0,400.0,193.0,43.0,5.0,4.0
Rajshahi,1988,1.0,30.0,36.0,107.0,139.0,404.0,301.0,356.0,89.0,94.0,27.0,0.0
Rajshahi,1989,4.0,8.0,5.0,2.0,224.0,190.0,357.0,117.0,332.0,78.0,0.0,8.0
Rajshahi,1990,0.0,34.0,46.0,97.0,301.0,263.0,464.0,238.0,180.0,127.0,17.0,0.0
Rajshahi,1991,6.0,0.0,19.0,25.0,157.0,211.0,286.0,96.0,484.0,122.0,0.0,92.0
Rajshahi,1992,1.0,33.0,0.0,16.0,121.0,85.0,244.0,185.0,124.0,29.0,5.0,0.0
Rajshahi,1993,0.0,5.0,55.0,70.0,65.0,477.0,247.0,177.0,316.0,157.0,54.0,0.0
Rajshahi,1994,18.0,36.0,5.0,31.0,115.0,237.0,171.0,206.0,171.0,130.0,22.0,0.0
Rajshahi,1995,17.0,31.0,9.0,8.0,91.0,291.0,287.0,270.0,370.0,13.0,44.0,1.0
Rajshahi,1996,0.0,21.0,4.0,73.0,95.0,284.0,106.0,270.0,298.0,118.0,0.0,0.0
Rajshahi,1997,8.0,35.0,19.0,56.0,53.0,242.0,763.0,468.0,348.0,4.0,44.0,22.0
Rajshahi,1998,16.0,5.0,52.0,33.0,129.0,92.0,404.0,268.0,310.0,198.0,33.0,0.0
Rajshahi,1999,0.0,0.0,0.0,9.0,144.0,348.0,349.0,354.0,502.0,155.0,1.0,0.0
Rajshahi,2000,4.0,47.0,27.0,136.0,198.0,244.0,115.0,190.0,644.0,85.0,0.0,0.0
Rajshahi,2001,0.0,0.0,9.0,13.0,209.0,324.0,338.0,209.0,95.0,184.0,1.0,0.0
Rajshahi,2002,10.0,1.0,20.0,96.0,196.0,222.0,316.0,238.0,281.0,48.0,17.0,0.0
Rajshahi,2003,3.0,18.0,64.0,45.0,84.0,280.0,230.0,128.0,262.0,292.0,0.0,6.0
Rajshahi,2004,10.0,0.0,0.0,61.0,92.0,507.0,339.0,275.0,349.0,153.0,0.0,0.0
Rajshahi,2005,14.0,1.0,104.0,27.0,108.0,92.0,492.0,161.0,131.0,275.0,0.0,0.0
Rajshahi,2006,0.0,0.0,7.0,36.0,189.0,188.0,130.0,247.0,302.0,36.0,10.0,0.0
Rajshahi,2007,0.0,27.0,59.0,13.0,260.0,313.0,364.0,236.0,309.0,76.0,1.0,0.0
Rajshahi,2008,26.0,0.0,0.0,30.0,144.0,247.0,373.0,245.0,129.0,121.0,0.0,0.0
Rajshahi,2009,1.0,7.0,28.0,0.0,131.0,126.0,183.0,240.0,282.0,45.0,0.0,0.0
Rajshahi,2010,0.0,2.0,2.0,37.0,75.0,211.0,94.0,101.0,101.0,127.0,3.0,39.0
Rajshahi,2011,6.0,0.0,10.0,94.0,187.0,341.0,144.0,454.0,203.0,35.0,1.0,0.0
Rajshahi,2012,6.0,0.0,6.0,123.0,17.0,137.0,314.0,179.0,178.0,102.0,101.0,1.0
Rajshahi,2013,0.0,22.0,12.0,51.0,188.0,178.0,101.0,254.0,238.0,204.0,0.0,0.0
Rajshahi,2014,0.0,27.0,12.0,51.0,151.0,188.0,242.0,359.0,153.0,5.0,0.0,0.0
Rajshahi,2015,14.0,14.0,39.0,144.0,177.0,285.0,353.0,127.0,254.0,7.0,6.0,1.0
Rajshahi,2016,42.0,3.0,25.0,175.0,212.0,109.0,376.0,168.0,170.0,95.0,0.0,0.0
Rajshahi,2017,2.0,0.0,45.0,80.0,193.0,141.0,393.0,219.0,132.0,237.0,5.0,20.0
Rajshahi,2018,0.0,12.0,9.0,75.0,176.0,139.0,238.0,84.0,119.0,87.0,0.0,17.0
Rajshahi,2019,0.0,46.0,67.0,114.0,147.0,121.0,262.0,114.0,187.0,174.0,3.0,0.0
Rangamati,1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,354.0,147.0,0.0,0.0
Rangamati,1958,0.0,3.0,18.0,2.0,158.0,206.0,230.0,205.0,322.0,172.0,0.0,0.0
Rangamati,1959,0.0,39.0,105.0,8.0,253.0,359.0,288.0,412.0,174.0,389.0,0.0,49.0
Rangamati,1960,0.0,0.0,10.0,0.0,184.0,419.0,930.0,178.0,344.0,139.0,17.0,4.0
Rangamati,1961,2.0,0.0,18.0,49.0,135.0,1081.0,857.0,660.0,286.0,294.0,4.0,0.0
Rangamati,1962,7.0,1.0,2.0,92.0,210.0,542.0,285.0,530.0,472.0,188.0,0.0,0.0
Rangamati,1963,0.0,0.0,25.0,324.0,317.0,773.0,950.0,240.0,168.0,218.0,0.0,0.0
